GEMS.Station.Number,Sample.Date,pH,NO2N,NO3N,DRP
IND02392,2015-08-03,8.4,0.0,12.14,0.121
IND02392,2015-09-01,7.9,0.025,3.555,0.052
IND02392,2015-10-05,8.4,0.008,7.459,0.086
IND02392,2015-11-02,8.5,0.067,4.857,0.11
IND02392,2015-12-01,8.4,0.034,3.497,0.013
IND02392,2016-01-01,8.3,0.005,4.75,0.133
IND02392,2016-02-01,8.4,0.007,3.006,0.041
IND02392,2016-03-01,8.4,0.252,8.89,0.123
IND02392,2016-04-01,8.4,0.255,1.72,0.089
IND02392,2016-05-02,8.5,0.202,1.17,0.09
IND02392,2016-06-02,8.6,0.013,4.07,0.113
IND02392,2016-07-01,8.1,0.038,2.293,0.188
IND02392,2016-08-01,7.1,0.0,2.361,0.319
IND02392,2016-09-01,7.4,0.0,1.91,0.068
IND02392,2016-10-04,8.1,0.01,1.431,0.112
IND02392,2016-11-01,8.5,0.004,2.665,0.316
IND02392,2016-12-01,8.2,0.029,2.317,0.452
IND02392,2017-01-02,8.5,0.005,1.314,0.703
IND02392,2017-02-01,8.7,0.005,1.041,1.629
IND02392,2017-03-01,8.8,0.006,1.264,0.131
IND02392,2017-04-03,8.9,0.011,1.091,0.138
IND02392,2017-05-01,8.5,0.026,1.41,1.162
IND02392,2017-06-01,8.6,0.007,0.841,1.109
IND02392,2017-07-03,8.3,0.023,1.18,0.437
IND02392,2017-08-01,8.0,0.045,3.94,1.649
IND02392,2017-09-04,8.0,0.013,2.29,0.139
IND02392,2017-10-03,8.4,0.021,1.7,0.083
IND02392,2017-11-01,8.4,0.022,1.72,0.116
IND02392,2017-12-04,8.5,0.009,2.2,0.045
IND02392,2018-01-01,8.1,0.011,1.12,0.157
IND02392,2018-02-01,8.3,0.009,1.54,0.21
IND02392,2018-03-05,8.4,0.01,1.38,0.165
IND02392,2018-04-02,8.6,0.011,1.44,0.368
IND02392,2018-05-01,8.6,0.008,6.281,0.23
IND02392,2020-07-02,8.0,0.0,1.67,0.0
IND02392,2020-08-04,7.7,0.0,1.28,0.44
IND02392,2020-11-02,7.4,0.03,1.64,1.16
IND02392,2020-12-01,8.0,0.0,1.1,0.0
IND02392,2021-01-01,8.3,0.0,0.31,0.3
IND02392,2021-02-01,8.1,0.0,3.1,0.16
IND02392,2021-03-01,8.2,0.0,1.96,0.43
IND02392,2021-04-06,8.2,0.01,1.28,0.16
IND02392,2021-05-21,8.3,0.02,0.72,1.27
IND02392,2021-06-01,8.2,0.0,2.17,1.34
IND02392,2021-06-11,7.6,0.0,0.85,2.6
IND02392,2021-06-21,7.9,0.0,3.12,0.87
IND02392,2021-07-01,8.1,0.0,1.32,1.08
IND02392,2021-07-12,8.0,0.02,2.16,0.52
IND02392,2021-07-23,7.9,0.0,2.48,0.2
IND02392,2021-08-11,7.0,0.02,2.75,0.06
IND02392,2021-08-23,7.84,0.03,3.25,0.48
IND02392,2021-09-01,8.0,0.01,2.99,0.19
IND02392,2021-09-13,8.0,0.02,3.33,0.63
IND02392,2021-09-21,7.8,0.0,2.22,0.29
IND02392,2021-10-12,7.9,0.0,1.89,0.05
IND02393,1991-06-01,8.0,0.0,0.182,0.154995
IND02393,1991-07-01,8.6,0.0,0.056,0.020666
IND02393,1991-08-01,8.5,0.0,0.112,0.0
IND02393,1991-09-01,8.9,0.0,0.098,0.010333
IND02393,1991-10-01,8.5,0.0,0.154,0.10333
IND02393,1991-11-01,8.1,0.0,0.238,0.030999
IND02393,1991-12-01,8.8,0.0,0.056,0.020666
IND02393,1992-01-01,8.0,0.0,0.168,0.010333
IND02393,1992-02-01,7.59,0.0,0.084,0.020666
IND02393,1992-04-01,8.1,0.0,0.028,0.010333
IND02393,1992-05-01,8.1,0.0,0.028,0.020666
IND02393,1992-06-01,7.95,0.0,0.028,0.010333
IND02393,1992-07-01,7.39,0.0,0.126,0.030999
IND02393,1992-08-01,7.88,0.0138,0.084,0.010334
IND02393,1992-09-01,7.28,0.0,0.21,0.0
IND02393,1992-10-01,8.0,0.0,0.014,0.0
IND02393,1992-11-01,8.28,0.0,0.014,0.0
IND02393,1992-12-01,9.0,0.0,0.028,0.0
IND02393,1993-01-01,8.0,0.0,0.042,0.031002
IND02393,1993-02-01,8.6,0.0,0.028,0.030999
IND02393,1993-03-01,8.9,0.0,0.028,0.0
IND02393,1993-04-01,7.7,0.0,0.042,0.051665
IND02393,1993-05-01,7.9,0.0,0.042,0.051665
IND02393,1993-06-01,8.2,0.0,0.11,0.031
IND02393,1993-07-01,8.1,0.0,0.08,0.01
IND02393,1993-08-01,8.2,0.0,0.14,0.01
IND02393,1993-10-01,8.2,0.0,0.1,0.041
IND02393,1993-11-01,8.2,0.0,0.1,0.062
IND02393,1993-12-01,8.2,0.0,0.06,0.021
IND02393,1994-01-01,8.2,0.0552,0.01,0.031
IND02393,1994-02-01,8.2,0.0138,0.03,0.03
IND02393,1994-03-01,8.2,0.0,0.13,0.041
IND02393,1994-04-01,8.1,0.0,0.08,0.114
IND02393,1994-05-01,8.0,0.0,0.06,0.103
IND02393,1994-06-01,8.3,0.0,0.042,1.0333
IND02393,1994-07-01,8.4,0.0,0.07,0.020666
IND02393,1994-08-01,8.3,0.0,0.042,0.010333
IND02393,1994-09-01,8.1,0.0,0.098,0.072331
IND02393,1994-10-01,8.1,0.0,0.07,0.041332
IND02393,1994-11-01,8.0,0.0,0.056,0.051665
IND02393,1994-12-01,8.0,0.0,0.084,0.020666
IND02393,1995-01-01,8.1,0.0,0.126,0.030999
IND02393,1995-02-01,8.1,0.0,0.07,0.051665
IND02393,1995-03-01,8.2,0.0,0.126,0.041332
IND02393,1995-04-01,8.2,0.0,0.084,0.10333
IND02393,1995-05-01,7.9,0.0,0.056,0.10333
IND02393,1995-06-01,8.1,0.0,0.14012,0.061998
IND02393,1995-07-01,8.0,0.0,0.112096,0.062004
IND02393,1995-08-01,7.5,0.0,0.098084,0.062004
IND02393,1995-09-01,7.5,0.0,0.042036,0.041336
IND02393,1995-10-01,8.24,0.0,0.056048,0.05167
IND02393,1995-11-01,8.01,0.0,0.028024,0.062004
IND02393,1995-12-01,8.24,0.0,0.154132,0.041336
IND02393,1996-01-01,8.24,0.0,0.014012,0.051665
IND02393,1996-02-01,8.26,0.0,0.014012,0.0413
IND02393,1996-03-01,8.18,0.0,0.014012,0.0413
IND02393,1996-04-01,8.06,0.0,0.014012,0.061998
IND02393,1996-05-01,8.48,0.0,0.014012,0.123996
IND02393,1996-06-01,8.1,0.0,0.042036,0.062004
IND02393,1996-07-01,8.26,0.0,0.742636,0.010334
IND02393,1996-08-01,8.16,0.0,0.756648,0.062004
IND02393,1996-09-01,8.15,0.0,0.182156,0.134342
IND02393,1996-10-01,8.28,0.0,0.182156,0.134342
IND02393,1996-11-01,8.28,0.0,0.182156,0.010334
IND02393,1996-12-01,8.29,0.0,0.098084,0.010334
IND02393,1997-01-01,8.28,0.0,0.126108,0.072338
IND02393,1997-02-01,7.93,0.0,0.14012,0.062004
IND02393,1997-03-01,8.25,0.0,0.168144,0.041336
IND02393,1997-04-01,8.24,0.0,0.014012,0.05167
IND02393,1997-05-01,8.93,0.0,0.07006,0.05167
IND02393,1997-06-01,7.69,0.0,0.14,0.051665
IND02393,1997-07-01,8.28,0.028,0.042,0.010333
IND02393,1997-08-01,7.5,0.0,0.042,0.061998
IND02393,1997-09-01,7.6,0.0,0.042,0.061998
IND02393,1997-10-01,7.7,0.0,0.084,0.072331
IND02393,1997-11-01,8.1,0.0,0.084,0.082664
IND02393,1997-12-01,6.5,0.0,0.126,0.082664
IND02393,1998-01-01,7.9,0.0,0.056,0.072331
IND02393,1998-02-01,7.53,0.0,0.098,0.082664
IND02393,1998-03-01,7.63,0.0,0.042,0.051665
IND02393,1998-04-01,7.59,0.0,0.042,0.061998
IND02393,1998-05-01,7.64,0.0,0.028,0.371988
IND02393,1998-06-01,8.21,0.0,0.07,0.10333
IND02393,1998-07-01,7.89,0.0,0.084,0.030999
IND02393,1998-08-01,8.2,0.0,0.056,0.030999
IND02393,1998-09-01,6.26,0.0,0.042,0.041332
IND02393,1998-10-01,6.87,0.0,0.07006,0.062004
IND02393,1998-11-01,7.83,0.0,0.028,0.020666
IND02393,1998-12-01,8.22,0.0,0.028024,0.020668
IND02393,1999-01-01,8.26,0.0,0.056048,0.10334
IND02393,1999-02-01,8.29,0.0,0.028024,0.082672
IND02393,1999-03-01,7.79,0.0,0.028024,0.062004
IND02393,1999-04-01,8.27,0.0,0.056048,0.062004
IND02393,1999-05-01,8.28,0.0,0.056048,0.165344
IND02393,1999-06-01,8.22,0.0,0.084072,0.165344
IND02393,1999-07-01,8.12,0.0138,0.056048,0.175678
IND02393,1999-08-02,8.08,0.0,0.056048,0.165344
IND02393,1999-09-01,8.2,0.0138,0.056048,0.15501
IND02393,1999-10-01,8.23,0.0,0.056048,0.186012
IND02393,1999-11-01,8.2,0.0,0.056048,0.134342
IND02393,1999-12-01,8.18,0.0,0.056048,0.237682
IND02393,2000-01-01,8.21,0.0,0.546468,0.186012
IND02393,2000-02-01,8.2,0.0,0.266228,0.186012
IND02393,2000-03-01,8.03,0.0,0.252216,0.10334
IND02393,2000-04-01,8.21,0.0,0.294252,0.134342
IND02393,2000-05-01,8.12,0.0,0.364312,0.134342
IND02393,2000-06-01,8.18,0.0,0.224192,0.165344
IND02393,2000-07-01,7.0,0.0,0.126108,0.20668
IND02393,2000-08-01,7.75,0.0,0.224192,0.0
IND02393,2000-09-02,7.8,0.0,0.14012,0.010334
IND02393,2000-10-03,7.68,0.0,0.154132,0.0
IND02393,2000-11-01,8.2,0.0,0.112096,0.010334
IND02393,2000-12-01,8.19,0.0,0.448384,0.041336
IND02393,2001-01-01,8.14,0.0,0.042036,0.020668
IND02393,2001-02-01,8.17,0.0,0.028024,0.0
IND02393,2001-03-01,8.18,0.0,0.028024,0.0
IND02393,2001-04-02,8.15,0.0,0.028024,0.0
IND02393,2001-05-01,8.14,0.0,0.14012,0.062004
IND02393,2001-06-01,8.2,0.0,0.252216,0.020668
IND02393,2001-07-02,8.2,0.0,0.21018,0.0
IND02393,2001-08-01,6.6,0.0,0.14012,0.0
IND02393,2001-09-01,7.8,0.0,0.28024,0.0
IND02393,2001-10-03,8.0,0.0,0.378324,0.020668
IND02393,2001-11-02,6.5,0.0,0.588504,0.0
IND02393,2001-12-01,7.3,0.0,0.14012,0.0
IND02393,2002-01-01,6.9,0.0,1.17701,0.0
IND02393,2002-02-01,7.7,0.0,1.163,0.0
IND02393,2002-03-01,7.3,0.0,0.28024,0.010334
IND02393,2002-04-01,8.1,0.0,0.28024,0.0
IND02393,2002-05-01,8.2,0.0,0.14012,0.0
IND02393,2002-06-01,8.1,0.0,1.54132,0.05167
IND02393,2002-08-01,8.0,0.0,0.14012,0.031002
IND02393,2003-01-01,8.2,0.0,0.14012,1.0954
IND02393,2003-02-01,8.0,0.0,0.0,0.0
IND02393,2003-06-02,7.56,0.0,1.12096,0.0
IND02393,2003-07-01,8.2,0.0,0.01,0.0
IND02393,2003-08-01,6.22,0.0,0.42036,0.05
IND02393,2003-09-01,8.2,0.0,0.28024,0.0
IND02393,2003-10-01,6.48,0.0,0.98084,0.06
IND02393,2003-11-03,7.38,0.0,1.26108,0.0
IND02393,2004-01-02,8.2,0.0,1.96168,0.0
IND02393,2004-03-01,7.99,0.0,1.12096,0.0
IND02393,2004-04-02,7.84,0.0,1.68144,0.0
IND02393,2004-05-05,7.46,0.0,0.14012,0.021
IND02393,2004-06-01,7.63,0.0,0.308264,0.05167
IND02393,2004-07-02,8.22,0.0,0.042036,0.0
IND02393,2004-08-02,7.82,0.53,0.532456,0.299686
IND02393,2004-09-01,8.17,0.0,0.196168,0.0
IND02393,2004-10-04,8.22,0.0,0.21018,0.093006
IND02393,2004-12-03,8.2,0.0,0.196168,0.134342
IND02393,2005-01-01,8.2,0.0,0.168144,0.444362
IND02393,2005-02-01,8.1,0.0,0.21018,0.0
IND02393,2005-03-01,8.23,0.0,0.294252,0.031002
IND02393,2005-04-04,8.14,0.0,0.3503,0.0
IND02393,2005-05-02,8.1,0.0,0.28024,0.0
IND02393,2005-06-01,8.24,0.0,0.154132,0.041336
IND02393,2005-07-04,8.22,0.0552,0.056048,0.0
IND02393,2005-08-01,7.85,0.0,0.084072,0.227348
IND02393,2005-09-01,8.02,0.2484,0.252216,0.093006
IND02393,2005-10-03,8.2,0.05,0.26,0.082
IND02393,2005-11-02,8.06,0.0,0.05,0.01
IND02393,2005-12-01,8.21,0.0,0.098084,0.062004
IND02393,2006-01-02,8.17,0.0,0.084072,0.41336
IND02393,2006-02-01,8.26,0.0,0.196168,0.0
IND02393,2006-03-01,8.24,0.0,0.252216,0.010334
IND02393,2006-04-01,8.21,0.0,0.308264,0.0
IND02393,2006-05-01,7.4,0.0,0.364312,0.0
IND02393,2006-06-01,7.23,4.07,0.2,0.010334
IND02393,2006-07-03,7.7,0.0,0.182156,0.0
IND02393,2006-09-01,7.0,0.0,0.252216,0.0
IND02393,2006-11-01,8.24,0.0,0.26048,0.0
IND02393,2007-01-02,8.2405,0.0,1.12096,0.0
IND02393,2007-03-01,8.18,0.0,0.308264,0.0082672
IND02393,2007-05-01,7.86,0.0,0.112096,0.0
IND02393,2007-07-02,8.24,0.0414,2.99857,0.0186012
IND02393,2007-08-01,8.12,0.0,0.14012,0.020668
IND02393,2007-09-05,7.8,0.0,0.042036,0.010334
IND02393,2007-10-03,8.23,0.0,0.84072,0.05167
IND02393,2007-11-01,7.84,0.0,0.084072,0.0165344
IND02393,2007-12-03,8.19,0.0,1.24707,0.0702712
IND02393,2008-01-01,8.19,0.0,0.14012,0.0
IND02393,2008-02-01,7.88,0.0,0.21018,0.0268684
IND02393,2008-03-03,8.24,0.0,0.014012,0.0144676
IND02393,2008-04-01,8.24,0.0,0.126108,0.0165344
IND02393,2008-05-01,8.24,0.0,0.224192,0.15501
IND02393,2008-10-03,8.29,0.4416,0.924792,0.019
IND02393,2008-11-03,8.23,0.0138,0.518444,0.072338
IND02393,2008-12-01,8.27,0.0138,0.546468,0.05167
IND02393,2009-01-01,8.22,0.0,0.644552,0.041336
IND02393,2009-02-02,8.46,0.0,0.588504,0.031002
IND02393,2009-03-02,8.65,0.0,0.56048,0.031002
IND02393,2009-04-01,8.4,0.0138,0.63054,0.124008
IND02393,2009-05-01,8.13,0.0,0.532456,0.0
IND02393,2009-06-01,8.38,0.0414,1.91964,0.248016
IND02393,2009-07-01,8.6,0.138,3.08264,0.382358
IND02393,2009-08-03,7.96,0.0276,0.728624,0.020668
IND02393,2009-09-01,8.19,0.0,1.00886,0.082672
IND02393,2009-10-05,8.36,0.0138,1.0509,0.186012
IND02393,2009-11-03,8.15,0.0414,0.49042,0.010334
IND02393,2009-12-01,8.2,0.0,0.56048,0.041336
IND02393,2010-01-01,8.49,0.0,0.714612,0.041336
IND02393,2010-02-01,8.51,0.0,0.406348,0.020668
IND02393,2010-03-01,8.19,0.0,0.462396,0.031002
IND02393,2010-04-05,8.47,0.0,0.476408,0.010334
IND02393,2010-05-01,8.3,0.0,0.49042,0.020668
IND02393,2010-06-01,7.98,0.069,1.02288,0.093006
IND02393,2010-08-02,7.83,0.0,0.784672,0.031002
IND02393,2010-09-01,8.25,0.0,1.21904,0.062004
IND02393,2010-12-01,8.39,0.0138,0.98084,0.041336
IND02393,2011-01-03,8.5,0.0,0.896768,0.041336
IND02393,2011-02-01,8.45,0.1518,0.672576,0.020668
IND02393,2011-03-01,8.39,0.1518,0.574492,0.031002
IND02393,2011-05-02,8.06,0.0966,1.87761,0.196346
IND02393,2011-06-01,7.98,0.0276,1.93366,0.15501
IND02393,2011-07-01,8.09,0.0,1.20503,0.020668
IND02393,2011-08-01,7.81,0.0,1.17701,0.05167
IND02393,2011-09-02,7.94,0.0138,1.20503,0.062004
IND02393,2011-11-01,7.54,0.0138,1.26108,0.05167
IND02393,2011-12-02,7.65,0.0138,1.21904,0.05167
IND02393,2013-03-01,8.15,0.0,0.91078,0.031002
IND02393,2013-04-01,8.18,0.0,1.00886,0.031002
IND02393,2013-05-01,8.4,0.0,1.62539,0.031002
IND02393,2013-06-01,7.84,0.0138,1.68144,0.05167
IND02393,2013-07-01,7.6,0.0138,0.952816,0.062004
IND02393,2013-08-02,7.36,0.0138,1.26108,0.062004
IND02393,2013-09-02,7.76,0.0966,1.82156,0.031002
IND02393,2013-10-04,8.06,0.0138,1.90563,0.05167
IND02393,2013-11-04,8.07,0.0138,1.5133,0.041336
IND02393,2013-12-02,8.24,0.0,1.65342,0.248016
IND02393,2014-01-01,8.46,0.0138,1.84958,0.062004
IND02393,2014-02-03,8.46,0.0,0.98084,0.05167
IND02393,2014-03-03,8.18,0.0138,1.13497,0.082672
IND02393,2014-04-01,8.02,0.0138,1.20503,0.0
IND02393,2014-05-02,8.32,0.069,1.48527,0.041336
IND02393,2014-06-02,8.08,0.0414,1.70946,0.082672
IND02393,2014-07-01,8.33,0.1242,1.02288,0.010334
IND02393,2014-08-01,7.63,0.0138,0.574492,0.031002
IND02393,2014-09-01,7.87,0.0966,1.73749,0.020668
IND02393,2014-10-07,7.86,0.0138,1.66743,0.072338
IND02393,2014-11-07,8.37,0.0138,1.66743,0.010334
IND02393,2014-12-01,8.25,0.0,1.61138,0.041336
IND02393,2015-01-01,8.3,0.0138,1.82156,0.0
IND02393,2015-02-02,8.38,0.0138,0.392336,0.020668
IND02393,2015-03-02,8.41,0.0,0.504432,0.010334
IND02393,2015-04-01,8.26,0.0138,0.602516,0.031002
IND02393,2015-05-01,8.33,0.0138,0.714612,0.0
IND02393,2015-06-01,8.12,0.0,0.924792,0.15501
IND02393,2015-07-01,7.9,0.0138,0.406348,0.072338
IND02393,2015-08-01,7.72,0.0138,0.49042,0.124008
IND02393,2015-09-01,7.84,0.0966,1.09294,0.227348
IND02393,2015-10-05,7.9,0.0138,1.35916,0.56837
IND02393,2015-11-02,8.21,0.0,1.06491,0.237682
IND02393,2015-12-01,8.28,0.0138,1.62539,0.279018
IND02393,2016-01-01,8.41,0.0,1.06491,0.289352
IND02393,2016-02-01,8.39,0.0138,0.756648,0.15501
IND02393,2016-03-01,8.28,0.0276,1.14898,0.072338
IND02393,2016-04-01,8.07,0.0138,1.62539,0.041336
IND02393,2016-05-02,7.96,0.0138,1.24707,0.0
IND02393,2016-06-01,8.03,0.0138,2.07378,0.0
IND02393,2016-07-01,7.87,0.0138,0.504432,0.010334
IND02393,2016-08-01,7.0,0.0138,2.60623,0.56837
IND02393,2016-09-01,7.15,0.00414,1.62539,0.041336
IND02393,2016-10-03,8.5,0.0138,2.14384,0.144676
IND02393,2016-11-01,8.48,0.0138,1.4012,0.113674
IND02393,2016-12-01,8.43,0.0138,1.38719,0.05167
IND02393,2017-01-02,8.335,0.0,0.56048,0.0
IND02393,2017-02-01,8.56,0.0138,0.588504,0.031002
IND02393,2017-03-01,8.93,0.0138,0.42036,0.05167
IND02393,2017-04-01,8.45,0.0138,0.196168,0.020668
IND02393,2017-05-01,8.58,0.0138,0.742636,0.113674
IND02393,2017-06-01,7.91,0.0552,0.812696,0.05167
IND02393,2017-07-03,8.52,0.1104,3.30683,0.36169
IND02393,2017-08-01,7.89,0.0138,1.72348,0.113674
IND02393,2021-01-01,8.0,0.0,2.7,0.09
IND02393,2021-02-01,8.085,0.0,0.88,0.13
IND02393,2021-03-01,7.955,0.0,0.64,0.04
IND02393,2021-04-01,7.949999999999999,0.0,0.81,0.07
IND02393,2021-05-03,7.925000000000001,0.01,1.05,0.17
IND02393,2021-05-25,7.8,0.0,1.12,0.17
IND02393,2021-06-16,7.915,0.01,1.19,0.17
IND02393,2021-07-01,7.970000000000001,0.01,2.01,0.05
IND02393,2021-07-12,8.06,0.01,2.09,0.17
IND02393,2021-07-20,7.77,0.01,2.04,0.2
IND02393,2021-08-02,7.689999999999999,0.01,1.98,0.15
IND02395,2021-09-01,7.535,0.01,3.28,0.03
IND02395,2021-09-11,7.515000000000001,0.01,2.17,0.03
IND02395,2021-09-21,7.225,0.02,2.27,0.02
IND02396,2015-05-18,7.65,0.002,0.81,0.002
IND02396,2015-08-20,7.31,0.001,0.524,0.034
IND02396,2015-09-05,7.115,0.0,0.42,0.03
IND02396,2015-10-03,7.53,0.001,0.312,0.019
IND02396,2015-11-03,7.15,0.001,0.34,0.033
IND02396,2015-12-01,7.435,0.001,0.242,0.009
IND02396,2016-01-18,7.755,0.0,0.314,0.0
IND02396,2016-02-11,7.765,0.0,0.384,0.0
IND02396,2016-10-22,7.1,0.005,0.751,0.048
IND02396,2017-10-27,7.05,0.01,0.19,0.04
IND02396,2017-11-01,7.2,0.01,0.27,0.15
IND02396,2017-12-01,7.9,0.01,0.01,0.0
IND02396,2018-07-30,7.3,0.01,0.47,0.04
IND02396,2018-09-24,7.2,0.01,1.11,0.03
IND02396,2018-10-05,7.35,0.02,3.71,0.09
IND02396,2019-01-17,7.4,0.01,2.4,0.08
IND02396,2019-09-07,7.7,0.01,1.0,0.02
IND02396,2019-10-10,7.9,0.01,0.23,0.03
IND02396,2019-11-01,7.8,0.07,0.32,0.12
IND02396,2019-12-02,7.7,0.04,0.17,0.04
IND02396,2020-01-01,7.9,0.07,0.44,0.05
IND02396,2020-09-04,8.23,0.0,0.03,0.04
IND02396,2020-11-07,8.17,0.0,0.11,0.06
IND02396,2020-12-04,7.38,0.02,0.16,0.08
IND02396,2021-06-23,8.05,0.0,1.15,0.13
IND02396,2021-08-13,8.08,0.0,3.97,0.06
IND02396,2021-08-25,8.14,0.0,4.11,0.05
IND02396,2021-09-21,8.16,0.0,4.13,0.06
IND02400,2010-06-01,8.15,0.01,0.14,0.04
IND02400,2010-08-02,7.75,0.02,0.24,0.08
IND02400,2010-10-01,7.85,0.08,0.12,0.1
IND02400,2010-12-01,8.030000000000001,0.06,0.1,0.06
IND02400,2011-08-01,7.47,0.04,0.1,0.08
IND02400,2011-10-01,7.65,0.02,0.1,0.08
IND02400,2012-04-02,6.5,0.01,0.1,0.1
IND02400,2012-08-01,7.8,0.06,0.23,0.08
IND02400,2012-10-01,7.1,0.02,0.1,0.05
IND02402,1994-09-01,8.29,0.0,1.232,0.051665
IND02402,1994-09-13,8.4,0.014,0.518,0.020666
IND02402,1994-09-21,8.38,0.014,0.672,0.020666
IND02402,1994-10-04,8.31,0.126,1.19,0.0
IND02402,1994-10-11,8.06,0.028,0.574,0.0
IND02402,1994-11-01,8.5,0.028,0.35,0.030999
IND02402,1994-11-15,8.45,0.084,0.028,0.051665
IND02402,1995-07-04,8.54,0.0,0.0,0.0
IND02402,1995-07-21,7.66,0.028,0.28,0.0
IND02402,1995-08-01,8.23,0.0,0.42,0.051665
IND02402,1995-08-16,8.2,0.0,0.56,0.010333
IND02402,1995-09-01,8.15,0.014,0.42,0.0
IND02402,1995-09-12,8.28,0.014,0.42,0.020666
IND02402,1995-09-21,8.37,0.0,0.42,0.010333
IND02402,1995-10-11,8.02,0.0,0.28,0.0
IND02402,1995-11-02,8.22,0.028,0.84,0.030999
IND02402,1995-11-14,8.65,0.0,0.56,0.010333
IND02402,1995-11-21,8.7,0.0,0.42,0.0
IND02402,1995-12-01,8.24,0.0,0.28,0.010333
IND02402,1995-12-12,8.29,0.0,0.42,1.0023
IND02402,1996-09-03,8.2,0.0,0.56,0.051665
IND02402,1996-09-11,7.8,0.0,0.7,0.030999
IND02402,1996-09-24,8.3,0.028,0.56,0.041332
IND02402,1996-10-03,8.1,0.014,0.42,0.061998
IND02402,1996-10-16,8.3,0.014,0.14,0.051665
IND02402,1996-10-22,8.4,0.014,0.14,0.082664
IND02402,1996-11-01,8.3,0.0,0.14,0.278991
IND02402,1996-11-12,8.3,0.014,0.14,0.061998
IND02402,1996-11-21,8.1,0.0,1.26,0.082664
IND02402,1997-08-01,7.8,0.14,0.56,0.20666
IND02402,1998-08-03,8.0,0.0,0.8136,0.24776
IND02402,1998-08-10,8.0,0.0,0.2034,0.09454
IND02402,1998-08-21,8.1,0.01824,1.4012,0.00326
IND02402,1998-09-01,8.1,0.06688,2.5764,0.03586
IND02402,1998-09-10,8.1,0.04256,1.356,0.02934
IND02402,1998-09-21,8.1,0.0,1.4012,0.18908
IND02402,1998-10-05,8.2,0.0,1.3108,0.0163
IND02402,1998-10-12,8.3,0.0,0.8362,0.0
IND02402,1998-10-20,8.2,0.02736,2.3278,0.21516
IND02402,1998-11-02,8.4,0.0,0.4972,0.07498
IND02402,1998-11-12,8.5,0.00912,0.452,0.00978
IND02402,1998-11-20,8.7,0.00912,0.2486,0.02608
IND02402,1998-12-01,8.6,0.01216,0.4746,0.00978
IND02402,1998-12-10,8.6,0.00608,0.2486,0.0
IND02402,1999-08-12,8.2,0.04864,1.3334,0.0
IND02402,1999-08-20,8.3,0.13072,1.13,0.0
IND02402,1999-09-02,8.3,0.0,1.1978,0.0
IND02402,1999-09-14,8.2,0.0,0.791,0.0
IND02402,1999-09-21,8.4,0.0,0.8814,0.0
IND02402,1999-10-04,8.3,0.0,1.13,0.0
IND02402,1999-10-11,8.4,0.0,0.9266,0.0
IND02402,1999-10-21,8.3,0.00608,0.6328,0.0
IND02402,1999-11-01,8.7,0.0,0.2486,0.0
IND02402,2005-10-03,8.2,0.01,0.55,0.03
IND02406,1996-02-01,7.96,0.0,0.476408,0.0
IND02406,1996-03-01,7.71,0.0,0.742636,0.0
IND02406,1996-04-02,7.91,0.0138,0.602516,0.0
IND02406,1996-05-01,8.15,0.0,0.672576,0.0
IND02406,1996-06-01,8.125,0.0,0.658564,0.0
IND02406,1996-10-01,7.585,0.0,0.322276,0.0
IND02406,1999-05-01,7.9,0.0138,0.042036,0.0
IND02406,1999-06-01,7.6,0.0,0.3503,0.0
IND02406,1999-07-01,7.27,0.0,0.322276,0.0
IND02406,1999-08-02,7.41,0.0,0.406348,0.0
IND02406,1999-09-01,7.3,0.0,0.448384,0.0
IND02406,1999-10-01,7.4,0.0,0.49042,0.0
IND02406,1999-12-01,7.7,0.0,0.294252,0.0
IND02406,2000-01-01,7.25,0.069,0.084072,0.0
IND02406,2000-02-01,7.3,0.0276,1.45725,0.0
IND02406,2000-03-01,8.2,0.0414,0.336288,0.0
IND02406,2001-07-02,7.5,0.0,0.294252,0.0
IND02406,2002-10-01,7.885,0.0,0.392336,0.0
IND02406,2003-07-01,7.275,0.0,4.34372,0.0
IND02406,2004-06-01,8.0,0.0,0.658564,0.0
IND02406,2004-07-01,7.87,0.0,0.252216,0.0
IND02406,2004-11-01,8.0,0.0276,1.47126,0.0
IND02406,2007-06-01,8.205,0.1104,0.168144,0.0
IND02406,2007-08-01,8.17,0.0,0.952816,0.0
IND02406,2007-10-01,7.824999999999999,0.0,0.574492,0.0
IND02406,2007-12-01,7.285,0.0,0.028024,0.0
IND02406,2008-02-01,7.890000000000001,0.0,0.672576,0.0
IND02406,2009-06-01,7.8,0.0,0.434372,0.0
IND02406,2009-08-01,7.5,0.0,0.3503,0.0
IND02406,2009-10-01,7.59,0.0,0.252216,0.0
IND02406,2009-12-01,7.5,0.0,0.336288,0.0
IND02406,2010-02-01,7.6,0.0,0.308264,0.0
IND02406,2010-04-01,7.449999999999999,0.0,0.238204,0.0
IND02406,2021-05-01,7.14,0.01,0.0,0.57
IND02406,2021-06-01,6.85,0.0,3.96,0.01
IND02406,2021-06-11,7.0,0.01,3.68,0.01
IND02406,2021-06-21,7.175,0.01,3.72,0.02
IND02406,2021-09-01,7.96,0.09,2.41,0.1
IND02406,2021-09-11,7.86,0.04,2.38,0.1
IND02406,2021-09-21,7.445,0.05,2.26,0.11
IND02407,2015-01-01,7.98,0.003,2.19,0.01
IND02407,2015-02-02,8.01,0.0167,3.39,0.01
IND02407,2015-03-02,8.14,0.002,1.01,0.011
